dengue_total,year,log(incidence),incidence,case,log(case),de_incidence,NINO34_lag0,NINO34_de_lag0,de_case,de_nor_case
MALDIVES,1993,0,0,0,0,-129.1778039,0.147333333,0.102697561,-383.2536585,-0.574391989
MALDIVES,1994,0,0,0,0,-140.864639,0.117666667,0.07813768,-435.5415572,-0.65275719
MALDIVES,1995,0,0,0,0,-152.551474,1.014,0.979577799,-487.8294559,-0.731122391
MALDIVES,1996,0,0,0,0,-164.2383091,-0.870333333,-0.899648749,-540.1173546,-0.809487592
MALDIVES,1997,0.325325941,1.115075825,3,0.602059991,-174.8100683,-0.501333333,-0.525541963,-589.4052533,-0.883356618
MALDIVES,1998,2.806289893,639.1620038,1750,3.243286146,451.5500246,2.241333333,2.222231488,1105.306848,1.656551436
MALDIVES,1999,1.63778085,42.42910205,118,2.075546961,-156.8697122,-1.547333333,-1.561328392,-578.9810507,-0.8677336
MALDIVES,2000,1.811006535,63.71523537,180,2.257678575,-147.2704139,-1.663333333,-1.672221607,-569.2689493,-0.853177828
MALDIVES,2001,1.421716726,25.40685776,73,1.86923172,-197.2656266,-0.742666667,-0.746448155,-728.556848,-1.091906646
MALDIVES,2002,1.010197768,9.237590836,27,1.447158031,-225.1217286,-0.184666667,-0.18334137,-826.8447467,-1.239213215
MALDIVES,2003,1.139403123,12.78488423,38,1.591064607,-233.2612702,0.884,0.890432083,-868.1326454,-1.301092437
MALDIVES,2004,2.391967681,245.5855826,742,2.870988814,-12.14740693,0.33,0.341538868,-216.4205441,-0.324354964
MALDIVES,2005,2.565557099,366.7537408,1126,3.051923916,97.33391623,0.599666667,0.616312321,115.2915572,0.172790384
MALDIVES,2006,2.945175177,880.4043244,2768,3.442322956,599.2976648,-0.821333333,-0.799580894,1705.003659,2.555332272
MALDIVES,2007,2.714097247,516.7227475,1680,3.225567713,223.9292528,0.672,0.698859224,564.7157598,0.846353847
MALDIVES,2008,2.732202882,538.7627158,1815,3.259115844,234.2823861,-1.626666667,-1.594700657,647.4278612,0.970316573
MALDIVES,2009,2.347823551,221.7529947,774,2.889301703,-94.41417015,-0.831,-0.793927205,-445.8600375,-0.668221758
MALDIVES,2010,2.407292935,254.4423702,920,2.96425963,-73.41162969,1.512666667,1.554846248,-352.1479362,-0.527773053
MALDIVES,2011,2.890920139,776.8934943,2909,3.463892989,437.3526594,-1.398,-1.350713634,1584.564165,2.374826545
MALDIVES,2012,2.447864341,279.4557451,1083,3.035029282,-71.77192489,-0.851,-0.798606848,-293.7237336,-0.440211217
MALDIVES,2013,2.232845498,169.9407079,681,2.833784375,-192.9737971,-0.421333333,-0.363833396,-748.0116323,-1.121064025
MALDIVES,2014,2.250638759,177.0896822,738,2.868644438,-197.5116579,-0.429666667,-0.367059944,-743.299531,-1.114001879
MALDIVES,2015,2.632854311,428.3923578,1866,3.271144318,42.10418265,0.559666667,0.627380175,332.4125704,0.498195159
MALDIVES,2016,2.629505868,425.094441,1931,3.286007122,27.11943076,2.496333333,2.569153627,345.1246717,0.517247108
MALDIVES,2017,2.597661316,394.9691179,1866,3.271144318,-14.69272737,-0.326,-0.248072921,227.836773,0.341464756
MALDIVES,2018,2.582068474,381.0044961,1866,3.271144318,-40.34418423,-0.917,-0.833966135,175.5488743,0.263099555
MALDIVES,2019,2.579764268,378.9830885,1912,3.28171497,-54.05242691,0.759666667,0.847807317,169.2609756,0.253675722
MARTINIQUE,1980,0,0,0,0,173.715324,0.436,0.324976016,660.1414634,0.113904255
MARTINIQUE,1981,0.600719199,2.987669886,10,1.041392685,143.7131866,-0.305333333,-0.411250531,541.2060038,0.09338251
MARTINIQUE,1982,0,0,0,0,107.7357094,-0.065,-0.165810413,402.2705441,0.06940986
MARTINIQUE,1983,0,0,0,0,74.74590204,2.162666667,2.06696304,273.3350844,0.047162663
MARTINIQUE,1984,0,0,0,0,41.75609473,-0.617,-0.707596842,144.3996248,0.024915465
MARTINIQUE,1985,0,0,0,0,8.766287418,-1.061666667,-1.147156723,15.4641651,0.002668268
MARTINIQUE,1986,0,0,0,0,-24.22351989,-0.574666667,-0.655049938,-113.4712946,-0.01957893
MARTINIQUE,1987,0,0,0,0,-57.21332721,1.135,1.059723515,-242.4067542,-0.041826127
MARTINIQUE,1988,1.442691705,26.7135209,97,1.991226076,-63.48961362,0.719,0.6488303,-274.3422139,-0.047336438
MARTINIQUE,1989,0.727786069,4.34301101,16,1.230448921,-118.8499308,-1.783666667,-1.848729581,-484.2776735,-0.083559798
MARTINIQUE,1990,0.315706816,1.068744306,4,0.698970004,-155.1140048,0.043333333,-0.016622796,-625.2131332,-0.107877539
MARTINIQUE,1991,0,0,0,0,-189.1725565,0.400333333,0.34548399,-758.1485929,-0.130814917
MARTINIQUE,1992,1.032925192,9.787608887,38,1.591064607,-212.3747549,1.766,1.716257442,-849.0840525,-0.146505396
MARTINIQUE,1993,0,0,0,0,-255.1521711,0.147333333,0.102697561,-1016.019512,-0.175309312
MARTINIQUE,1994,0,0,0,0,-288.1419784,0.117666667,0.07813768,-1144.954972,-0.197556509
MARTINIQUE,1995,2.108345407,127.3350864,522,2.718501689,-193.7966993,1.014,0.979577799,-751.8904315,-0.129735101
MARTINIQUE,1996,2.017477343,103.1063794,430,2.63447727,-251.0152136,-0.870333333,-0.899648749,-972.8258912,-0.167856459
MARTINIQUE,1997,1.777739053,58.94307985,250,2.399673721,-328.1683205,-0.501333333,-0.525541963,-1281.761351,-0.221161796
MARTINIQUE,1998,1.050203678,10.22544789,44,1.653212514,-409.8757597,2.241333333,2.222231488,-1616.696811,-0.278953309
MARTINIQUE,1999,1.79819225,61.83364442,268,2.42975228,-391.2573705,-1.547333333,-1.561328392,-1521.63227,-0.262550377
MARTINIQUE,2000,1.607814645,39.53355034,171,2.235528447,-446.5472719,-1.663333333,-1.672221607,-1747.56773,-0.301534461
MARTINIQUE,2001,3.018043405,1041.421607,4471,3.650501795,522.3509773,-0.742666667,-0.746448155,2423.496811,0.418162794
MARTINIQUE,2002,1.969117601,92.13600402,392,2.59439255,-459.9244329,-0.184666667,-0.18334137,-1784.438649,-0.307896362
MARTINIQUE,2003,2.278113596,188.7202098,791,2.898725182,-396.3300344,0.884,0.890432083,-1514.374109,-0.261298016
MARTINIQUE,2004,0,0,0,0,-618.0400515,0.33,0.341538868,-2434.309568,-0.420028484
MARTINIQUE,2005,3.181942038,1519.344606,6083,3.784189205,868.3147474,0.599666667,0.616312321,3519.754972,0.607316902
MARTINIQUE,2006,3.014516097,1032.989425,4086,3.611404638,348.9697587,-0.821333333,-0.799580894,1393.819512,0.240496897
MARTINIQUE,2007,3.108875052,1283.916932,5082,3.70612011,566.9074585,0.672,0.698859224,2260.884053,0.39010474
MARTINIQUE,2008,2.173700758,148.1766184,586,2.768638101,-601.8226623,-1.626666667,-1.594700657,-2364.051407,-0.407905774
MARTINIQUE,2009,2.544757816,349.5563323,1378,3.139564266,-433.4327557,-0.831,-0.793927205,-1700.986867,-0.293497156
MARTINIQUE,2010,3.975933267,9459.917742,37100,4.569385616,8643.938847,1.512666667,1.554846248,33892.07767,5.847916052
MARTINIQUE,2011,1.854803553,70.58195463,275,2.440909082,-778.3867481,-1.398,-1.350713634,-3061.857786,-0.52830893
MARTINIQUE,2012,2.517088749,327.9188394,1269,3.103803721,-554.0396706,-0.851,-0.798606848,-2196.793246,-0.379046177
MARTINIQUE,2013,3.262658393,1829.873728,7040,3.847634344,914.925411,-0.421333333,-0.363833396,3445.271295,0.594465099
MARTINIQUE,2014,2.641529747,437.0561149,1680,3.225567713,-510.8820097,-0.429666667,-0.367059944,-2043.664165,-0.352624486
MARTINIQUE,2015,1.740160663,53.97442082,207,2.318063335,-926.9535111,0.559666667,0.627380175,-3645.599625,-0.629030795
MARTINIQUE,2016,1.628810066,41.5412323,158,2.201397124,-972.3765069,2.496333333,2.569153627,-3823.535084,-0.659732708
MARTINIQUE,2017,1.49048636,29.93758147,113,2.056904851,-1016.969965,-0.326,-0.248072921,-3997.470544,-0.689744441
MARTINIQUE,2018,1.311222299,19.47492403,73,1.86923172,-1060.42243,-0.917,-0.833966135,-4166.406004,-0.718893447
MARTINIQUE,2019,2.614919065,411.0207283,1530,3.184975191,-701.8664328,0.759666667,0.847807317,-2838.341463,-0.489742257
MEXICO,1980,1.886074489,75.92623702,51406,4.71102226,82.47431585,0.436,0.324976016,73949.30366,1.324559094
MEXICO,1981,1.408594944,24.62093317,17046,4.231647961,28.17976749,-0.305333333,-0.411250531,35559.84193,0.636937871
MEXICO,1982,1.673897281,46.19514025,32640,4.513763455,46.76473005,-0.065,-0.165810413,47124.38021,0.844078623
MEXICO,1983,1.437724134,26.39833264,19028,4.279415966,23.97867793,2.162666667,2.06696304,29482.91848,0.52808973
MEXICO,1984,1.586907011,37.6284259,27653,4.441757959,32.21952669,-0.617,-0.707596842,34078.45675,0.610403717
MEXICO,1985,1.285149066,18.28186626,13688,4.136371723,9.883722533,-1.061666667,-1.147156723,16083.99503,0.288091988
MEXICO,1986,1.42502218,25.60860953,19520,4.290502061,14.2212213,-0.574666667,-0.655049938,17886.5333,0.320378546
MEXICO,1987,1.261048655,17.24100048,13371,4.126196368,2.864367742,1.135,1.059723515,7708.071576,0.138064807
MEXICO,1988,1.156618445,13.34228819,10526,4.022304623,-4.023589062,0.719,0.6488303,833.6098499,0.014931385
MEXICO,1989,0.994715474,8.879056617,7124,3.852784869,-11.47606514,-1.783666667,-1.848729581,-6597.851876,-0.118178864
MEXICO,1990,1.272423363,17.72506625,14485,4.160948481,-5.619300024,0.043333333,-0.016622796,-3266.313602,-0.058505289
MEXICO,1991,0.981823931,8.590117562,7160,3.854973674,-17.74349322,0.400333333,0.34548399,-14620.77533,-0.261883209
MEXICO,1992,1.023937394,9.566651737,8131,3.91019737,-19.75620355,1.766,1.716257442,-17679.23705,-0.316665514
MEXICO,1993,0.638060078,3.345703357,2899,3.462397998,-28.96639644,0.147333333,0.102697561,-26940.69878,-0.482554207
MEXICO,1994,0.939507346,7.69976148,6800,3.832572775,-27.60158283,0.117666667,0.07813768,-27069.16051,-0.484855177
MEXICO,1995,1.313702314,19.59217945,17627,4.246203042,-18.69840937,1.014,0.979577799,-20271.62223,-0.363099587
MEXICO,1996,1.611664924,39.89450198,36538,4.562756657,-1.385331346,-0.870333333,-0.899648749,-5390.083959,-0.096545665
MEXICO,1997,1.590316157,37.93284649,35347,4.548364846,-6.33623135,-0.501333333,-0.525541963,-10610.54568,-0.190053105
MEXICO,1998,1.420563054,25.33680294,24011,4.380428335,-21.92151941,2.241333333,2.222231488,-25976.00741,-0.465274927
MEXICO,1999,1.215926639,15.44093978,14875,4.17248617,-34.80662708,-1.547333333,-1.561328392,-39141.46914,-0.701090968
MEXICO,2000,1.365241106,22.1868155,21715,4.336779833,-31.04999587,-1.663333333,-1.672221607,-36330.93086,-0.650749399
MEXICO,2001,0.871573397,6.440007901,6401,3.80631567,-49.78604798,-0.742666667,-0.746448155,-55674.39259,-0.997224036
MEXICO,2002,1.031591958,9.75454294,9844,3.99321572,-49.46075745,-0.184666667,-0.18334137,-56260.85432,-1.007728573
MEXICO,2003,0.893765878,6.830074207,6996,3.844911874,-55.37447069,0.884,0.890432083,-63138.31604,-1.13091573
MEXICO,2004,0.9489335,7.890649718,8202,3.913972712,-57.30313969,0.33,0.341538868,-65961.77777,-1.181488781
MEXICO,2005,1.230236041,15.99166908,16862,4.22693484,-52.19136483,0.599666667,0.616312321,-61331.23949,-1.098547884
MEXICO,2006,1.42371891,25.52887967,27287,4.435971706,-45.64339876,-0.821333333,-0.799580894,-54935.70122,-0.983992804
MEXICO,2007,1.660131748,44.72268734,48436,4.685177237,-29.43883559,0.672,0.698859224,-37816.16295,-0.677352457
MEXICO,2008,1.46839588,28.40328681,31154,4.493527756,-48.74748063,-1.626666667,-1.594700657,-59127.62467,-1.059077356
MEXICO,2009,2.353938453,224.9115592,249763,5.397529841,144.7715472,-0.831,-0.793927205,155451.9136,2.784410883
MEXICO,2010,1.720282882,51.51494102,57971,4.763218284,-31.61431545,1.512666667,1.554846248,-40369.54812,-0.723087973
MEXICO,2011,1.781745714,59.49865424,67918,4.831991283,-26.61984674,-1.398,-1.350713634,-34452.00985,-0.617094695
MEXICO,2012,2.158930234,143.1883706,165749,5.219453537,54.08062514,-0.851,-0.798606848,59349.52842,1.063052033
MEXICO,2013,2.297478556,197.3711706,231498,5.364549119,105.2741806,-0.421333333,-0.363833396,121069.0667,2.168555016
MEXICO,2014,2.026165172,105.2099421,124943,5.096715405,10.12370764,-0.429666667,-0.367059944,10484.60497,0.187797291
MEXICO,2015,2.264264846,182.7658662,219593,5.34162047,84.6903872,0.559666667,0.627380175,101105.1432,1.810966843
MEXICO,2016,2.033567459,107.0357421,130069,5.11417714,5.971018586,2.496333333,2.569153627,7551.68152,0.135263592
MEXICO,2017,1.870283164,73.17937398,89893,4.953730706,-30.87459406,-0.326,-0.248072921,-36653.78021,-0.656532185
MEXICO,2018,1.808865269,63.3969456,78621,4.895544087,-43.64626694,-0.917,-0.833966135,-51955.24193,-0.930607657
MEXICO,2019,2.33368889,214.6199245,268458,5.428877968,104.5874674,0.759666667,0.847807317,133852.2963,2.397524624
MONTSERRAT,1980,0,0,0,0,-88.3497617,0.436,0.324976016,-8.768292683,-0.326423341
MONTSERRAT,1981,0,0,0,0,-88.93668171,-0.305333333,-0.411250531,-8.701969981,-0.3239543
MONTSERRAT,1982,0,0,0,0,-89.52360172,-0.065,-0.165810413,-8.63564728,-0.321485258
MONTSERRAT,1983,0,0,0,0,-90.11052174,2.162666667,2.06696304,-8.569324578,-0.319016217
MONTSERRAT,1984,0,0,0,0,-90.69744175,-0.617,-0.707596842,-8.503001876,-0.316547175
MONTSERRAT,1985,0,0,0,0,-91.28436176,-1.061666667,-1.147156723,-8.436679174,-0.314078134
MONTSERRAT,1986,0,0,0,0,-91.87128177,-0.574666667,-0.655049938,-8.370356473,-0.311609093
MONTSERRAT,1987,0,0,0,0,-92.45820178,1.135,1.059723515,-8.304033771,-0.309140051
MONTSERRAT,1988,0,0,0,0,-93.04512179,0.719,0.6488303,-8.237711069,-0.30667101
MONTSERRAT,1989,0,0,0,0,-93.6320418,-1.783666667,-1.848729581,-8.171388368,-0.304201968
MONTSERRAT,1990,0,0,0,0,-94.21896182,0.043333333,-0.016622796,-8.105065666,-0.301732927
MONTSERRAT,1991,0,0,0,0,-94.80588183,0.400333333,0.34548399,-8.038742964,-0.299263885
MONTSERRAT,1992,0,0,0,0,-95.39280184,1.766,1.716257442,-7.972420263,-0.296794844
MONTSERRAT,1993,0,0,0,0,-95.97972185,0.147333333,0.102697561,-7.906097561,-0.294325803
MONTSERRAT,1994,3.235513763,1718.941846,154,2.190331698,1622.375204,0.117666667,0.07813768,146.1602251,5.441208541
MONTSERRAT,1995,2.954273861,899.0649724,75,1.880813592,801.9114106,1.014,0.979577799,67.22654784,2.502689538
MONTSERRAT,1996,1.600812737,38.8852884,3,0.602059991,-58.85519349,-0.870333333,-0.899648749,-4.707129456,-0.175235588
MONTSERRAT,1997,0,0,0,0,-98.3274019,-0.501333333,-0.525541963,-7.640806754,-0.284449637
MONTSERRAT,1998,0,0,0,0,-98.91432191,2.241333333,2.222231488,-7.574484053,-0.281980595
MONTSERRAT,1999,0,0,0,0,-99.50124192,-1.547333333,-1.561328392,-7.508161351,-0.279511554
MONTSERRAT,2000,2.245920698,175.165434,9,1,75.07727209,-1.663333333,-1.672221607,1.558161351,0.058006758
MONTSERRAT,2001,1.34749596,21.2585034,1,0.301029996,-79.41657854,-0.742666667,-0.746448155,-6.375515947,-0.237345774
MONTSERRAT,2002,1.356683603,21.73440556,1,0.301029996,-79.52759639,-0.184666667,-0.18334137,-6.309193246,-0.234876733
MONTSERRAT,2003,1.354344273,21.61227577,1,0.301029996,-80.23664619,0.884,0.890432083,-6.242870544,-0.232407692
MONTSERRAT,2004,0,0,0,0,-102.435842,0.33,0.341538868,-7.176547842,-0.267166347
MONTSERRAT,2005,0,0,0,0,-103.022762,0.599666667,0.616312321,-7.110225141,-0.264697305
MONTSERRAT,2006,0,0,0,0,-103.609682,-0.821333333,-0.799580894,-7.043902439,-0.262228264
MONTSERRAT,2007,0,0,0,0,-104.196602,0.672,0.698859224,-6.977579737,-0.259759223
MONTSERRAT,2008,1.628853553,41.54549231,2,0.477121255,-63.23802971,-1.626666667,-1.594700657,-4.911257036,-0.182834788
MONTSERRAT,2009,0,0,0,0,-105.370442,-0.831,-0.793927205,-6.844934334,-0.25482114
MONTSERRAT,2010,0,0,0,0,-105.957362,1.512666667,1.554846248,-6.778611632,-0.252352098
MONTSERRAT,2011,1.788675076,60.4716791,3,0.602059991,-46.07260296,-1.398,-1.350713634,-3.712288931,-0.138199967
MONTSERRAT,2012,0,0,0,0,-107.1312021,-0.851,-0.798606848,-6.645966229,-0.247414015
MONTSERRAT,2013,2.081924827,119.760479,6,0.84509804,12.04235696,-0.421333333,-0.363833396,-0.579643527,-0.021578793
MONTSERRAT,2014,2.528360005,336.5670164,17,1.255272505,228.2619743,-0.429666667,-0.367059944,10.48667917,0.390394912
MONTSERRAT,2015,0,0,0,0,-108.8919621,0.559666667,0.627380175,-6.446998124,-0.240006891
MONTSERRAT,2016,2.692531509,491.6420846,25,1.414973348,382.1632024,2.496333333,2.569153627,18.61932458,0.693154569
MONTSERRAT,2017,0,0,0,0,-110.0658021,-0.326,-0.248072921,-6.31435272,-0.235068808
MONTSERRAT,2018,1.37914304,22.94104152,1,0.301029996,-87.71168061,-0.917,-0.833966135,-5.248030019,-0.19537207
MONTSERRAT,2019,1.365442274,22.19755827,1,0.301029996,-89.04208388,0.759666667,0.847807317,-5.181707317,-0.192903029
NEPAL,1980,0.002774976,0.006410075,1,0.301029996,2.525571363,0.436,0.324976016,721.9012195,0.402843321
NEPAL,1981,0.002710996,0.006261822,1,0.301029996,2.317192134,-0.305333333,-0.411250531,662.4332083,0.369658323
NEPAL,1982,0.00264861,0.006117284,1,0.301029996,2.108816618,-0.065,-0.165810413,602.965197,0.336473324
NEPAL,1983,0.002586531,0.005973479,1,0.301029996,1.900441836,2.162666667,2.06696304,543.4971857,0.303288325
NEPAL,1984,0.002526207,0.005833758,1,0.301029996,1.692071138,-0.617,-0.707596842,484.0291745,0.270103326
NEPAL,1985,0,0,0,0,1.478006404,-1.061666667,-1.147156723,423.5611632,0.236360296
NEPAL,1986,0,0,0,0,1.269775427,-0.574666667,-0.655049938,364.093152,0.203175297
NEPAL,1987,0,0,0,0,1.06154445,1.135,1.059723515,304.6251407,0.169990298
NEPAL,1988,0,0,0,0,0.853313473,0.719,0.6488303,245.1571295,0.136805299
NEPAL,1989,0,0,0,0,0.645082496,-1.783666667,-1.848729581,185.6891182,0.1036203
NEPAL,1990,0,0,0,0,0.43685152,0.043333333,-0.016622796,126.2211069,0.070435301
NEPAL,1991,0,0,0,0,0.228620543,0.400333333,0.34548399,66.75309568,0.037250302
NEPAL,1992,0,0,0,0,0.020389566,1.766,1.716257442,7.285084428,0.004065304
NEPAL,1993,0,0,0,0,-0.187841411,0.147333333,0.102697561,-52.18292683,-0.029119695
NEPAL,1994,0,0,0,0,-0.396072388,0.117666667,0.07813768,-111.6509381,-0.062304694
NEPAL,1995,0,0,0,0,-0.604303365,1.014,0.979577799,-171.1189493,-0.095489693
NEPAL,1996,0,0,0,0,-0.812534342,-0.870333333,-0.899648749,-230.5869606,-0.128674692
NEPAL,1997,0,0,0,0,-1.020765318,-0.501333333,-0.525541963,-290.0549719,-0.161859691
NEPAL,1998,0,0,0,0,-1.228996295,2.241333333,2.222231488,-349.5229831,-0.19504469
NEPAL,1999,0,0,0,0,-1.437227272,-1.547333333,-1.561328392,-408.9909944,-0.228229689
NEPAL,2000,0,0,0,0,-1.645458249,-1.663333333,-1.672221607,-468.4590056,-0.261414688
NEPAL,2001,0,0,0,0,-1.853689226,-0.742666667,-0.746448155,-527.9270169,-0.294599686
NEPAL,2002,0,0,0,0,-2.061920203,-0.184666667,-0.18334137,-587.3950281,-0.327784685
NEPAL,2003,0,0,0,0,-2.27015118,0.884,0.890432083,-646.8630394,-0.360969684
NEPAL,2004,0,0,0,0,-2.478382156,0.33,0.341538868,-706.3310507,-0.394154683
NEPAL,2005,0,0,0,0,-2.686613133,0.599666667,0.616312321,-765.7990619,-0.427339682
NEPAL,2006,0.0285208,0.067875937,18,1.278753601,-2.826968173,-0.821333333,-0.799580894,-807.2670732,-0.450480121
NEPAL,2007,0.041815681,0.101071905,27,1.447158031,-3.002003182,0.672,0.698859224,-857.7350844,-0.478642841
NEPAL,2008,0.01586261,0.037200244,10,1.041392685,-3.27410582,-1.626666667,-1.594700657,-934.2030957,-0.521314368
NEPAL,2009,0.045714197,0.111000353,30,1.491361694,-3.408536687,-0.831,-0.793927205,-973.6711069,-0.543338745
NEPAL,2010,0.64108663,3.376093876,917,2.962842681,-0.351674142,1.512666667,1.554846248,-146.1391182,-0.081550171
NEPAL,2011,0.110500114,0.289733896,79,1.903089987,-3.646265099,-1.398,-1.350713634,-1043.607129,-0.58236522
NEPAL,2012,0.222606414,0.66957685,183,2.264817823,-3.474653121,-0.851,-0.798606848,-999.0751407,-0.557514986
NEPAL,2013,0.56332966,2.658724094,728,2.862727528,-1.693736854,-0.421333333,-0.363833396,-513.543152,-0.286573043
NEPAL,2014,0.365147162,1.318180041,362,2.559906625,-3.242511884,-0.429666667,-0.367059944,-939.0111632,-0.523997419
NEPAL,2015,0.172879391,0.488947522,135,2.133538908,-4.279975379,0.559666667,0.627380175,-1225.479174,-0.683855474
NEPAL,2016,0.810902625,5.469975327,1524,3.183269844,0.492821448,2.496333333,2.569153627,104.0528143,0.058064705
NEPAL,2017,0.721098826,4.261369785,1201,3.079904468,-0.92401507,-0.326,-0.248072921,-278.415197,-0.155364335
NEPAL,2018,0.256916699,0.806827529,230,2.36361198,-4.586788303,-0.917,-0.833966135,-1308.883208,-0.730397518
NEPAL,2019,1.633130348,41.96653665,12100,4.082821261,36.36468984,0.759666667,0.847807317,10501.64878,5.860246473
NEW CALEDONIA,1980,2.654709091,450.5533738,631,2.800717078,488.0434254,0.436,0.324976016,967.4256098,0.44125973
NEW CALEDONIA,1981,0.23070852,0.701016474,1,0.301029996,10.56438778,-0.305333333,-0.411250531,259.2896811,0.118266556
NEW CALEDONIA,1982,0,0,0,0,-17.76330897,-0.065,-0.165810413,180.1537523,0.082171275
NEW CALEDONIA,1983,1.179620551,14.12239408,21,1.342422681,-31.26759517,2.162666667,2.06696304,123.0178236,0.05611058
NEW CALEDONIA,1984,1.457811543,27.69535114,42,1.633468456,-45.32131839,-0.617,-0.707596842,65.88189493,0.030049884
NEW CALEDONIA,1985,1.621071328,40.78989964,63,1.806179974,-59.85345016,-1.061666667,-1.147156723,8.745966229,0.003989188
NEW CALEDONIA,1986,1.740518228,54.0197013,85,1.934498451,-74.25032878,-0.574666667,-0.655049938,-47.38996248,-0.02161539
NEW CALEDONIA,1987,0.614397785,3.115264798,5,0.77815125,-152.7814456,1.135,1.059723515,-205.5258912,-0.093743951
NEW CALEDONIA,1988,1.57592196,36.66361137,60,1.785329835,-146.8597793,0.719,0.6488303,-228.6618199,-0.104296653
NEW CALEDONIA,1989,3.175605074,1497.321717,2499,3.397940009,1286.171647,-1.783666667,-1.848729581,2132.202251,0.972534716
NEW CALEDONIA,1990,1.739041736,53.83296567,92,1.968482949,-184.9437855,0.043333333,-0.016622796,-352.9336773,-0.160979219
NEW CALEDONIA,1991,1.199384148,14.82647324,26,1.431363764,-251.5769582,0.400333333,0.34548399,-497.069606,-0.226722136
NEW CALEDONIA,1992,0.817020752,5.561766194,10,1.041392685,-288.4683456,1.766,1.716257442,-591.2055347,-0.269659178
NEW CALEDONIA,1993,0.500794589,2.168068684,4,0.698970004,-319.4887233,0.147333333,0.102697561,-675.3414634,-0.308035046
NEW CALEDONIA,1994,0.832847324,5.805300767,11,1.079181246,-343.4781715,0.117666667,0.07813768,-746.4773921,-0.340481386
NEW CALEDONIA,1995,2.973144006,939.034961,1820,3.260309946,562.1248084,1.014,0.979577799,984.3866792,0.448995971
NEW CALEDONIA,1996,0,0,0,0,-404.5368329,-0.870333333,-0.899648749,-913.7492495,-0.416777004
NEW CALEDONIA,1997,1.889065794,76.45791339,154,2.190331698,-355.7055997,-0.501333333,-0.525541963,-837.8851782,-0.382174075
NEW CALEDONIA,1998,3.105965518,1275.337468,2618,3.418135498,815.5472741,2.241333333,2.222231488,1547.978893,0.706060231
NEW CALEDONIA,1999,2.237027292,171.5946352,359,2.556302501,-315.8222385,-1.547333333,-1.561328392,-789.1570356,-0.359948318
NEW CALEDONIA,2000,0.904967364,7.034657412,15,1.204119983,-508.0088966,-1.663333333,-1.672221607,-1211.292964,-0.552491893
NEW CALEDONIA,2001,1.22127972,15.64484364,34,1.544068044,-527.0253906,-0.742666667,-0.746448155,-1270.428893,-0.579464824
NEW CALEDONIA,2002,1.684901022,47.40620344,105,2.025305865,-522.8907111,-0.184666667,-0.18334137,-1277.564822,-0.582719646
NEW CALEDONIA,2003,3.401231743,2518.020737,5673,3.753889331,1920.097142,0.884,0.890432083,4212.29925,1.921303315
NEW CALEDONIA,2004,2.540616625,346.2295082,792,2.899273187,-279.3207669,0.33,0.341538868,-746.8366792,-0.340645263
NEW CALEDONIA,2005,1.318193672,19.80624327,46,1.672097858,-633.3707121,0.599666667,0.616312321,-1570.972608,-0.716548066
NEW CALEDONIA,2006,1.32961246,20.36055143,48,1.69019608,-660.4430842,-0.821333333,-0.799580894,-1647.108537,-0.751274994
NEW CALEDONIA,2007,1.314809062,19.64472309,47,1.681241237,-688.7855928,0.672,0.698859224,-1726.244465,-0.787370274
NEW CALEDONIA,2008,2.687247837,485.684861,1179,3.071882007,-250.3721352,-1.626666667,-1.594700657,-672.380394,-0.30668445
NEW CALEDONIA,2009,3.544280366,3500.711527,8610,3.935053589,2737.02785,-0.831,-0.793927205,6680.483677,3.047085375
NEW CALEDONIA,2010,1.665067087,45.24524525,113,2.056904851,-746.0651115,1.512666667,1.554846248,-1894.652251,-0.864184009
NEW CALEDONIA,2011,0.144000695,0.393159033,1,0.301029996,-818.543878,-1.398,-1.350713634,-2084.78818,-0.950908329
NEW CALEDONIA,2012,2.095351136,123.5521236,320,2.506505032,-723.0115938,-0.851,-0.798606848,-1843.924109,-0.841046016
NEW CALEDONIA,2013,3.601962649,3998.103546,10541,4.022923012,3123.913149,-0.421333333,-0.363833396,8298.939962,3.785291576
NEW CALEDONIA,2014,2.092504128,122.7382951,329,2.51851394,-779.0787828,-0.429666667,-0.367059944,-1991.195966,-0.908219285
NEW CALEDONIA,2015,1.02730587,9.648927485,26,1.431363764,-919.7948307,0.559666667,0.627380175,-2372.331895,-1.082062044
NEW CALEDONIA,2016,2.40757335,254.607357,688,2.838219222,-702.4630815,2.496333333,2.569153627,-1788.467824,-0.815751435
NEW CALEDONIA,2017,3.213612359,1634.356191,4426,3.646109522,649.659072,-0.326,-0.248072921,1871.396248,0.853576539
NEW CALEDONIA,2018,2.886012636,768.1528193,2083,3.318897715,-244.1709797,-0.917,-0.833966135,-549.7396811,-0.250745878
NEW CALEDONIA,2019,3.159346126,1442.265153,3912,3.592509848,402.3146734,0.759666667,0.847807317,1201.12439,0.547853829
NICARAGUA,1980,0,0,0,0,219.6659742,0.436,0.324976016,16765.46341,0.59756953
NICARAGUA,1981,0,0,0,0,192.2208976,-0.305333333,-0.411250531,14936.22298,0.532370119
NICARAGUA,1982,0,0,0,0,164.7758211,-0.065,-0.165810413,13106.98255,0.467170707
NICARAGUA,1983,0,0,0,0,137.3307445,2.162666667,2.06696304,11277.74212,0.401971296
NICARAGUA,1984,0,0,0,0,109.885668,-0.617,-0.707596842,9448.501689,0.336771885
